iteration,model,problem,condition,response,timestamp
1250,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1251,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1252,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1253,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:30
1254,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1255,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1256,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1257,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1258,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1259,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1260,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1261,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1262,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1263,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1264,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1265,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1266,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1267,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1268,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1269,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1270,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1271,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1272,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1273,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:30
1274,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1275,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1276,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1277,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1278,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1279,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1280,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1281,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1282,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1283,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1284,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1285,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1286,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1287,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1288,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1289,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1290,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1291,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1292,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:30
1293,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1294,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1295,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1296,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1297,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1298,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1299,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1300,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1301,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1302,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1303,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1304,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1305,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1306,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1307,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1308,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1309,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1310,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1311,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1312,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1313,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1314,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1315,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1316,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1317,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1318,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:31
1319,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1320,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:31
1321,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1322,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:31
1323,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1324,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1325,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1326,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:31
1327,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1328,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1329,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:31
1330,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1331,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1332,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1333,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1334,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:31
1335,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:31
1336,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:31
1337,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:31
1338,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:31
1339,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:31
1340,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1341,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:31
1342,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1343,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:31
1344,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1345,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1346,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1347,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:31
1348,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1349,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1350,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:31
1351,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:31
1352,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1353,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:31
1354,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:31
1355,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1356,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1357,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:31
1358,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:31
1359,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1360,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1361,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:31
1362,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1363,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1364,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1365,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1366,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:31
1367,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1368,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1369,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1370,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1371,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1372,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:31
1373,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1374,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:31
1375,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1376,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1377,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:31
1378,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:31
1379,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:31
1380,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:31
1381,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:31
1382,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:31
1383,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:31
1384,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:31
1385,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1386,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1387,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1388,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1389,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1390,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1391,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1392,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1393,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1394,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1395,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1396,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1397,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:33
1398,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1399,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1400,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1401,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1402,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1403,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1404,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1405,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1406,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1407,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1408,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1409,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1410,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1411,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1412,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:33
1413,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1414,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1415,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1416,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1417,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1418,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1419,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1420,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1421,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1422,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:33
1423,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1424,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1425,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1426,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1427,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:33
1428,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1429,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1430,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1431,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1432,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1433,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1434,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1435,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1436,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1437,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:33
1438,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1439,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1440,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1441,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1442,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1443,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1444,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1445,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1446,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1447,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1448,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1449,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1450,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1451,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1452,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:33
1453,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1454,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1455,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1456,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1457,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1458,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1459,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1460,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1461,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1462,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1463,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1464,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1465,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1466,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1467,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1468,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1469,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1470,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1471,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1472,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1473,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1474,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1475,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1476,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1477,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1478,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1479,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1480,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1481,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1482,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1483,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1484,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1485,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1486,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1487,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1488,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1489,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1490,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1491,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1492,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1493,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1494,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1495,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1496,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1497,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:33
1498,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1499,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1500,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1501,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1502,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:33
1503,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1504,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1505,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1506,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1507,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1508,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:33
1509,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:33
1510,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:33
1511,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:33
1512,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1513,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1514,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:33
1515,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1516,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:33
1517,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:33
1518,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:33
1519,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:33
1520,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:33
1521,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:33
1522,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:34
1523,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1524,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1525,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:34
1526,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:34
1527,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1528,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:34
1529,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1530,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1531,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:34
1532,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1533,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1534,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:34
1535,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1536,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:34
1537,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1538,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1539,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1540,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1541,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:34
1542,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1543,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1544,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1545,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:34
1546,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:34
1547,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:34
1548,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:34
1549,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:34
1550,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1551,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:34
1552,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:34
1553,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1554,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1555,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
